,title,description,originallink,link,pubDate
16,"'이상한 변호사 우영우' 강기영, 엉뚱+섹시 마성의 매력 화보 공개","우영우 역을 맡은 <b>박은빈</b> 배우에 대해 &quot;명석이가 우영우한테 배운 만큼 강기영도 <b>박은빈</b>한테 정말 많이 배웠다&quot;며 연기와 현장에서의 태도를 추켜세우기도 하고, 권민우 역을 맡은 주종혁 배우에 대해서는 &quot;종혁이를 보면... ",http://www.stardailynews.co.kr/news/articleView.html?idxno=328329,http://www.stardailynews.co.kr/news/articleView.html?idxno=328329,"Thu, 18 Aug 2022 09:56:00 +0900"
17,종영 D-DAY '우영우' 시청률 소폭 하락…'유종의 미' 거둘까,"장승준(최대훈 분)과 한 팀을 이룬 신입 변호사 우영우(<b>박은빈</b> 분)·최수연(하윤경 분)·권민우(주종혁 분)가 눈부신 활약을 보였다. 위암 3기 판정을 받은 정명석(강기영 분)은 수술에 들어갔고, 이준호(강태오 분)는... ",https://www.nocutnews.co.kr/news/5803573,https://n.news.naver.com/mnews/article/079/0003675870?sid=106,"Thu, 18 Aug 2022 09:55:00 +0900"
18,"‘라스’, 류승수·김호영·김규리·유희관 출연..동시간대 가구 시청률 1위",김호영은 최근 대세로 떠오른 배우 <b>박은빈</b> 덕분에 15년 전 아역으로 동반출연했던 ‘태왕사신기’가 재조명되고 있다고 이야기했다. 그는 “드라마 상에서 제가... ,http://www.breaknews.com/916876,http://www.breaknews.com/916876,"Thu, 18 Aug 2022 09:54:00 +0900"
19,함태인 ‘우영우’ 뜬다,"‘이상한 변호사 우영우’는 천재적인 두뇌와 자폐 스펙트럼을 동시에 가진 신입 변호사 우영우(<b>박은빈</b> 분)의 좌충우돌 대형 로펌 생존기를 다루는 작품이다. 국내 넷플릭스(Netflix) 1위, 통합 콘텐츠 랭킹 1위에... ",http://sports.khan.co.kr/news/sk_index.html?art_id=202208180953003&sec_id=540201&pt=nv,https://n.news.naver.com/mnews/article/144/0000831636?sid=106,"Thu, 18 Aug 2022 09:54:00 +0900"
20,"박은빈 아빠 전배수, '우영우' 종영소감 ""좋은 작품..너무 행복했다""",전배수는 극 중 전도유망한 법대생에서 미혼부라는 쉽지 않은 길을 선택한 후 영우(<b>박은빈</b> 분)을 위해서라면 못할 것이 없는 딸바보 아빠로 열연을 펼쳤다. 한선영(백지원 분)이 태수미(진경 분)을 이기기 위한 목적으로... ,http://www.osen.co.kr/article/G1111921503,https://n.news.naver.com/mnews/article/109/0004680458?sid=106,"Thu, 18 Aug 2022 09:54:00 +0900"
21,"""당신을 좋아하지만 나는 사람을 외롭게 해""…우영우 13.7% 기록(종합)",장승준의 지휘 아래 우영우(<b>박은빈</b>) 등 한바다 동기 3인방은 고객들의 개인정보 유출 혐의로 과징금 3천억 원을 부과받은 국내 최대 온라인 쇼핑몰 라온의 사건을 맡는다. 드라마는 실제로도 개인정보 유출 사고가... ,https://www.yna.co.kr/view/AKR20220818018751005?input=1195m,https://n.news.naver.com/mnews/article/001/0013382242?sid=103,"Thu, 18 Aug 2022 09:52:00 +0900"
22,"함태인, '우영우' 마지막회 출연 ""박은빈♥강태오 사이 특별 존재감"" [공식]","소속사에 따르면 함태인은 &apos;이상한 변호사 우영우&apos; 16회 에피소드에 출연, 우영우(<b>박은빈</b> 분)와 이준호(강태오)와 애정 전선 속 특별한 존재감을 드러낼 예정이다. 특히 그는 우월한 피지컬과 젠틀하면서도 비밀스러운... ",http://sports.chosun.com/news/ntype.htm?id=202208190100129090007890&servicedate=20220818,https://n.news.naver.com/mnews/article/076/0003906081?sid=106,"Thu, 18 Aug 2022 09:52:00 +0900"
23,"'우영우' 전배수, 국민아빠 등극 ""너무 행복했다"" 종영 소감",[사진=ENA] 전배수는 극 중 전도유망한 법대생에서 미혼부라는 쉽지 않은 길을 선택한 후 영우(<b>박은빈</b> 분)을 위해서라면 못할 것이 없는 딸바보 아빠로 열연을 펼쳤다. 한선영(백지원 분)이 태수미(진경 분)을 이기기 위한... ,http://www.joynews24.com/view/1511296,http://www.joynews24.com/view/1511296,"Thu, 18 Aug 2022 09:52:00 +0900"
24,"김호영 ""박은빈 덕 15년 전 '태왕사신기' 재조명, 계탔다"" (라스)[종합]","뮤지컬 배우 김호영이 배우 <b>박은빈</b>에게 고마워했다. 17일 방송한 MBC ‘라디오스타’는 류승수, 김규리... 김호영은 최근 대세로 떠오른 배우 <b>박은빈</b> 덕분에 15년 전 아역으로 동반출연했던 ‘태왕사신기’가 재조명되고... ",https://www.xportsnews.com/article/1619005,https://n.news.naver.com/mnews/article/311/0001489831?sid=106,"Thu, 18 Aug 2022 09:50:00 +0900"
25,"'우영우' 서브 아빠 맞아?…강기영, 엉뚱+섹시 매력 담은 화보 공개","우영우 역을 맡은 <b>박은빈</b> 배우에 대해 &quot;명석이가 우영우한테 배운 만큼 강기영도 <b>박은빈</b>한테 정말 많이 배웠다&quot;며 연기와 현장에서의 태도를 추켜세우기도 하고, 권민우 역을 맡은 주종혁 배우에 대해서는 &quot;종혁이를 보면... ",https://star.ytn.co.kr/_sn/0117_202208180949127620,https://n.news.naver.com/mnews/article/052/0001778155?sid=106,"Thu, 18 Aug 2022 09:49:00 +0900"
26,“암을 개그 소재로? 실망이다” '용두사미'란 말까지 나온 우영우 상황,이때 회사에서 일하고 있어야 할 우영우(<b>박은빈</b>)가 뛰어와 정 변호사를 만났다. 우영우는 &quot;정명석 변호사님이 보고 싶어서 왔습니다&quot;라며 &quot;만약 수술이 잘못돼 사망하게 되면 다시는 보지 못하게 되니까요&quot;라고 말했다. 이... ,https://www.wikitree.co.kr/articles/781381,https://www.wikitree.co.kr/articles/781381,"Thu, 18 Aug 2022 09:48:00 +0900"
27,'이상한 변호사 우영우' 마지막회 출연하는 '이 배우'...결말 알려준다 (+정체...,"&apos;이상한 변호사 우영우&apos;는 천재적인 두뇌와 자폐스펙트럼을 동시에 가진 신입 변호사 우영우(<b>박은빈</b>)의 좌충우돌 대형 로펌 생존기를 다루는 작품이다. 국내 넷플릭스 1위, 통합 콘텐츠 랭킹 1위에 등극하며 시청자들의... ",https://www.wikitree.co.kr/articles/781396,https://www.wikitree.co.kr/articles/781396,"Thu, 18 Aug 2022 09:48:00 +0900"
28,"'영우 아빠' 전배수 ""뜨거운 사랑, 깊이 감사드린다"" 종영 소감",전배수는 극 중 전도유망한 법대생에서 미혼부라는 쉽지 않은 길을 선택한 후 딸 우영우(<b>박은빈</b> 분)을 위해서라면 못할 것이 없는 딸바보 아빠로 열연을 펼쳤다. 극중 한선영(백지원)이 태수미(진경)을 이기기 위한... ,https://www.xportsnews.com/article/1619012,https://n.news.naver.com/mnews/article/311/0001489828?sid=106,"Thu, 18 Aug 2022 09:46:00 +0900"
29,"'우영우 아빠' 전배수 ""행복했던 작품"" 애틋 종영 소감",우공화는 딸 우영우(<b>박은빈</b>)를 위해서라면 못할 것이 없는 딸바보 아빠이기도 하다. 전배수는 조금 특별한 아이 영우를 홀로 키우며 느꼈을 외로움과 복잡미묘한 감정을 깊은 눈빛과 표정에 담담하게 그려내며 극의... ,http://www.tvdaily.co.kr/read.php3?aid=16607831811650096002,http://www.tvdaily.co.kr/read.php3?aid=16607831811650096002,"Thu, 18 Aug 2022 09:44:00 +0900"
30,"'정관장과 함께라면, 즐거운 Holiday' 프로모션 진행","정관장 광고모델 손석구·<b>박은빈</b> 추천 제품 구매금액대별 할인 혜택 제공 KGC인삼공사는 추석을 맞아... 손석구, <b>박은빈</b> 등 정관장 모델이 추천하는 인기제품 4종 △홍삼정 에브리타임 △홍삼톤골드 △천녹톤... ",https://www.asiatoday.co.kr/view.php?key=20220818010010595,https://www.asiatoday.co.kr/view.php?key=20220818010010595,"Thu, 18 Aug 2022 09:44:00 +0900"
31,"'우영우' 박은빈, 하윤경·주종혁과 원팀 활약...'고래커플'은 위기","마지막 회, 오늘(18일) 밤 9시 방송 &apos;이상한 변호사 우영우&apos; <b>박은빈</b> 하윤경 주종혁이 일도 관계도 한층 더... 장승준(최대훈 분)과 한 팀을 이룬 변호사 우영우(<b>박은빈</b> 분)와 최수연(하윤경 분), 그리고 권민우(주종혁 분)의... ",http://news.tf.co.kr/read/entertain/1959234.htm,https://n.news.naver.com/mnews/article/629/0000167436?sid=106,"Thu, 18 Aug 2022 09:42:00 +0900"
32,"'우영우' 아빠 전배수 ""뜨거운 사랑에 깊이 감사"" 종영소감",사진=ENA채널 &apos;이상한 변호사 우영우&apos; 전배수는 극 중 전도유망한 법대생에서 미혼부라는 쉽지 않은 길을 선택한 후 영우(<b>박은빈</b>)을 위해서라면 못할 것이 없는 딸바보 아빠로 열연을 펼쳤다. 한선영(백지원)이 태수미(진경)... ,http://www.slist.kr/news/articleView.html?idxno=377560,http://www.slist.kr/news/articleView.html?idxno=377560,"Thu, 18 Aug 2022 09:42:00 +0900"
33,‘우영우’ 아빠 전배수 “너무 행복했다”,전배수는 극 중 전도유망한 법대생에서 미혼부라는 쉽지 않은 길을 선택한 후 영우(<b>박은빈</b> 분)을 위해서라면 못할 것이 없는 딸바보 아빠로 열연을 펼쳤다. 한선영(백지원 분)이 태수미(진경 분)을 이기기 위한 목적으로... ,http://sports.khan.co.kr/news/sk_index.html?art_id=202208180940013&sec_id=540201&pt=nv,https://n.news.naver.com/mnews/article/144/0000831629?sid=106,"Thu, 18 Aug 2022 09:41:00 +0900"
34,"함태인, ‘이상한 변호사 우영우’ 출연…우영우♥이준호, 애정 전선 뉴페이스...","&apos;이상한 변호사 우영우&apos;는 천재적인 두뇌와 자폐스펙트럼을 동시에 가진 신입 변호사 우영우(<b>박은빈</b> 분)의 좌충우돌 대형 로펌 생존기를 다루는 작품이다. 국내 넷플릭스(Netflix) 1위, 통합 콘텐츠 랭킹 1위에 등극하며... ",https://sports.donga.com/article/all/20220818/115008720/1,https://n.news.naver.com/mnews/article/382/0000998712?sid=106,"Thu, 18 Aug 2022 09:41:00 +0900"
35,"'이상한 변호사 우영우', 진경-박은빈 관계 탄로 위기…'13.8%'",이날 방송에선 한선영(백지원)이 우광호(전배수)를 찾아와 우영우(<b>박은빈</b>)가 태수미(진경)의 혼외자식이라는 사실을 폭로할 것을 예고했다. 이와 함께 베일에 가려져 있던 태수미의 아들이 등장할 것으로 보인다.... ,http://www.stoo.com/article.php?aid=82052174839,http://www.stoo.com/article.php?aid=82052174839,"Thu, 18 Aug 2022 09:40:00 +0900"
36,"정관장, 추석 앞두고 할인 프로모션 전개","손석구, <b>박은빈</b> 등 정관장 모델이 추천하는 인기제품 4종(홍삼정 에브리타임·홍삼톤골드·천녹톤·화애락진)에 한해서는 추가 할인혜택을 받을 수 있다. 예년보다 빨라진 추석에 대비해 미리 선물을 구매하고자 하는... ",http://www.asiaa.co.kr/news/articleView.html?idxno=95859,http://www.asiaa.co.kr/news/articleView.html?idxno=95859,"Thu, 18 Aug 2022 09:38:00 +0900"
37,‘우영우’ 영우아빠 전배수 “좋은 작품 함께 해 감사했다” 종영소감,전배수는 극 중 전도유망한 법대생에서 미혼부라는 쉽지 않은 길을 선택한 후 영우(<b>박은빈</b> 분)을 위해서라면 못할 것이 없는 딸바보 아빠로 열연을 펼쳤다. 한선영(백지원 분)이 태수미(진경 분)을 이기기 위한 목적으로... ,https://www.newsen.com/news_view.php?uid=202208180934382410,https://n.news.naver.com/mnews/article/609/0000616498?sid=106,"Thu, 18 Aug 2022 09:37:00 +0900"
38,‘우영우’ 국민아빠 전배수 “좋은 작품에 함께할 수 있어 행복”,전배수는 극 중 전도유망한 법대생에서 미혼부라는 쉽지 않은 길을 선택한 후 영우(<b>박은빈</b> 분)을 위해서라면 못할 것이 없는 딸바보 아빠로 열연을 펼쳤다. 한선영(백지원 분)이 태수미(진경 분)을 이기기 위한 목적으로... ,http://www.sportsworldi.com/newsView/20220818507540,https://n.news.naver.com/mnews/article/396/0000621889?sid=106,"Thu, 18 Aug 2022 09:36:00 +0900"
39,"웹툰 이어 뮤지컬로, 재탄생하는 '우영우 IP'","&apos;이상한 변호사 우영우&apos;는 천재적인 두뇌와 자폐스펙트럼을 동시에 가진 신입 변호사 우영우(<b>박은빈</b>)의 대형 로펌 생존기를 그린 드라마다. 주인공 우영우뿐만 아니라 이준호(강태오), 정명석(강기영), 그리고 최수연... ",http://www.sportsq.co.kr/news/articleView.html?idxno=442767,http://www.sportsq.co.kr/news/articleView.html?idxno=442767,"Thu, 18 Aug 2022 09:36:00 +0900"
40,"'우영우' 박은빈, 강기영 부재에 위기...하연수X주종혁 의리와 용기 빛났다 '..."," ‘이상한 변호사 우영우’ <b>박은빈</b>을 위한 하윤경, 주종혁의 의리와 용기가 빛났다. 지난 17일 방송된... 장승준(최대훈 분)과 한 팀을 이룬 신입 변호사 우영우(<b>박은빈</b> 분), 최수연(하윤경 분), 권민우(주종혁 분)의... ",https://www.sportsw.kr/news/newsview.php?ncode=1065572056942261,https://www.sportsw.kr/news/newsview.php?ncode=1065572056942261,"Thu, 18 Aug 2022 09:34:00 +0900"
41,"박은빈♥강태오, 이별하고 새드엔딩 되나..""외롭지 않게 할 자신 없어""(우영우...","‘이상한 변호사 우영우’ <b>박은빈</b>을 위한 하윤경, 주종혁의 의리와 용기가 빛났다. 지난 17일 방송된 ENA채널... 장승준(최대훈 분)과 한 팀을 이룬 신입 변호사 우영우(<b>박은빈</b> 분), 최수연(하윤경 분), 권민우(주종혁 분)의... ",http://www.osen.co.kr/article/G1111921476,https://n.news.naver.com/mnews/article/109/0004680447?sid=106,"Thu, 18 Aug 2022 09:33:00 +0900"
42,"[공식] 함태인, '우영우' 최종회 뜬다…박은빈♥강태오 러브라인에 영향","&apos;이상한 변호사 우영우&apos;는 천재적인 두뇌와 자폐스펙트럼을 동시에 가진 신입 변호사 우영우(<b>박은빈</b> 분)의 좌충우돌 대형 로펌 생존기를 다루는 작품. 국내 넷플릭스 1위, 통합 콘텐츠 랭킹 1위에 등극하며 시청자들의... ",https://tenasia.hankyung.com/drama/article/2022081807794,https://n.news.naver.com/mnews/article/312/0000564517?sid=106,"Thu, 18 Aug 2022 09:32:00 +0900"
43,"함태인, ‘우영우’ 마지막회 출연 ""러브라인 속 존재감 발산""","&apos;이상한 변호사 우영우&apos;는 천재적인 두뇌와 자폐스펙트럼을 동시에 가진 신입 변호사 우영우(<b>박은빈</b> 분)의 좌충우돌 대형 로펌 생존기를 다루는 작품이다. 국내 넷플릭스(Netflix) 1위, 통합 콘텐츠 랭킹 1위에 등극하며... ",http://www.mydaily.co.kr/new_yk/html/read.php?newsid=202208180928337161&ext=na&utm_campaign=naver_news&utm_source=naver&utm_medium=related_news,https://n.news.naver.com/mnews/article/117/0003636747?sid=106,"Thu, 18 Aug 2022 09:31:00 +0900"
44,[차트IS] ENA ‘우영우’ 종영 하루 앞두고 시청률 13.8%,이날 방송에서는 우영우(<b>박은빈</b> 분)을 위한 최수연(하윤경 분)과 권민우(주종혁 분)의 의리와 용기가 빛났다. 한바다는 해킹을 막지 못해 고객들의 개인정보를 유출한 온라인 쇼핑몰 라온을 변호했다. 장승준(최대훈... ,https://isplus.com/2022/08/18/enter/entertainment/20220818092936363.html,https://n.news.naver.com/mnews/article/241/0003225488?sid=106,"Thu, 18 Aug 2022 09:29:00 +0900"
45,'이상한 변호사 우영우' 15회 시청률 소폭 ↓…고래커플 결말은?,"최대훈(장승준)과 한 팀을 이룬 신입 변호사 <b>박은빈</b>(우영우), 하윤경(최수연), 주종혁(권민우)의 눈부신... 하지만 <b>박은빈</b>은 1억 원으로 제한되어 있던 과징금 상한액이 정보통신망법 개정에 따라 매출액의 3% 이내로... ",https://www.jejutwn.com/news/article.html?no=142646,https://www.jejutwn.com/news/article.html?no=142646,"Thu, 18 Aug 2022 09:28:00 +0900"
46,"""정관장과 함께라면, 즐거운 Holiday"" 프로모션","손석구, <b>박은빈</b> 등 정관장 모델이 추천하는 인기제품 4종 (△홍삼정 에브리타임 △홍삼톤골드 △천녹톤 △화애락진)에 한해서는 추가 할인혜택을 받을 수 있다. 예년보다 빨라진 추석에 대비하여 미리 선물을... ",http://www.businesskorea.co.kr/news/articleView.html?idxno=98654,http://www.businesskorea.co.kr/news/articleView.html?idxno=98654,"Thu, 18 Aug 2022 09:24:00 +0900"
47,"'우영우' 하윤경·주종혁의 '동료애'…박은빈, 강태오에 또 이별선언","&apos;이상한 변호사 우영우&apos; <b>박은빈</b>을 위한 하윤경, 주종혁의 의리와 용기가 빛났다. 지난 17일 방송된 ENA채널... 우영우(<b>박은빈</b> 분), 최수연(하윤경 분), 권민우(주종혁 분)의 눈부신 활약과 훈훈한 동기애가 감동을 안겼다.... ",https://www.news1.kr/articles/4776219,https://n.news.naver.com/mnews/article/421/0006283670?sid=106,"Thu, 18 Aug 2022 09:23:00 +0900"
48,"권모술수 주종혁 ""'우영우' 악역 미움 받아도 좋다""(화보)",자폐 스펙트럼 장애를 지닌 천재 변호사 우영우(<b>박은빈</b>)의 성장기를 그린 드라마 &apos;이상한 변호사 우영우&apos;는 이날 종영한다. 주종혁은 이 작품으로 안방극장에 제대로 눈도장을 찍었다. 사진제공|하퍼스 바자,http://star.mk.co.kr/new/view.php?mc=ST&year=2022&no=729615,https://n.news.naver.com/mnews/article/009/0005005787?sid=106,"Thu, 18 Aug 2022 09:21:00 +0900"
49,[화보IS] 강기영 “들뜨지 않으려고 노력한다”,"우영우 역을 맡은 <b>박은빈</b>에 대해 “명석이가 우영우한테 배운 만큼 강기영도 <b>박은빈</b>한테 정말 많이 배웠다”며 연기와 현장에서의 태도를 추켜세웠고, 권민우 역을 맡은 주종혁 배우에 대해서는 “종혁이를 보면 어릴 때... ",https://isplus.com/2022/08/18/enter/entertainment/20220818091856989.html,https://n.news.naver.com/mnews/article/241/0003225484?sid=106,"Thu, 18 Aug 2022 09:18:00 +0900"
50,"박은빈 주연 ‘이상한 변호사 우영우’ 15회, 분당 최고 시청률 17.8%..수목극...","브레이크뉴스 박동제 기자= ‘이상한 변호사 우영우’ <b>박은빈</b>을 위한 하윤경... 장승준(최대훈 분)과 한 팀을 이룬 신입 변호사 우영우(<b>박은빈</b> 분), 최수연(하윤경 분)... ",http://www.breaknews.com/916871,http://www.breaknews.com/916871,"Thu, 18 Aug 2022 09:18:00 +0900"
51,대세배우 박은빈·손석구 앞세운 정관장...추석 프로모션 돌입,"손석구, <b>박은빈</b> 등 정관장 모델이 추천하는 인기제품 △홍삼정 에브리타임 △홍삼톤골드 △천녹톤 △화애락진 등 4종은 추가 할인을 받을 수 있다. 예년보다 빨라진 추석에 대비해 미리 선물을 구매하고자 하는... ",http://news.mt.co.kr/mtview.php?no=2022081809024879202,https://n.news.naver.com/mnews/article/008/0004784325?sid=101,"Thu, 18 Aug 2022 09:17:00 +0900"
52,"'이상한 변호사 우영우' 하윤경X주종혁, 박은빈과 의리 빛났다","&apos;이상한 변호사 우영우&apos; <b>박은빈</b>을 위한 하윤경, 주종혁의 의리와 용기가 빛났다. 지난 17일 방송된 ENA채널 &apos;이상한 변호사 우영우&apos;에서 한바다는 해킹을 막지 못해 고객들의 개인정보를 유출한 온라인 쇼핑몰 라온을... ",https://www.hankyung.com/entertainment/article/202208180833H,https://n.news.naver.com/mnews/article/015/0004738174?sid=106,"Thu, 18 Aug 2022 09:17:00 +0900"
